student_id,major,year,current_semester,gpa,completed_credits,completed_courses,course_grades,failed_courses,career_goal,career_track,max_credits_per_semester,study_hours_per_week,risk_level,recommended_credits,weak_skills
UET230122,Kỹ thuật Robot,4,8,3.65,151,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1056;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3045;RBE3046;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;THL1057;UET1002,AIT2004:B+;ELT1007:A;ELT2035:B;ELT2201:B;ELT3051:B+;ELT3134:A;ELT3144:A;ELT3240:A;ELT3290:B+;ELT3292:A+;ELT3295:A;EPN1095:B+;EPN1096:A+;FLF1107:B+;HIS1001:B+;HIS1056:A;INT1008:B;INT1009:A+;INT2210:A;MAT1041:A+;MAT1042:A+;MAT1093:B+;MAT1101:A;PEC1008:B+;PHI1002:A;PHI1006:B+;POL1001:A+;RBE1001:B;RBE2001:A+;RBE2003:B+;RBE2021:B+;RBE2022:B;RBE2031:A+;RBE3002:A+;RBE3012:B;RBE3013:B+;RBE3015:A+;RBE3017:A+;RBE3030:A+;RBE3042:A+;RBE3045:A+;RBE3046:B+;RBE3047:B+;RBE3050:A+;RBE3051:A+;RBE3052:A;RBE3056:A;RBE3057:A;RBE4001:A;RBE4004:A;THL1057:A+;UET1002:B,,Cloud Robotics Developer,Robot thông minh,22,8,LOW,22,
UET230123,Kỹ thuật Robot,4,8,3.25,154,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1056;INT1008;INT1009;INT2210;INT3103;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;PSY1050;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3046;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;REB3053;THL1057,AIT2004:B;ELT1007:B;ELT2035:A;ELT2201:C+;ELT3051:B;ELT3134:B+;ELT3144:B;ELT3240:A;ELT3290:B;ELT3292:B;ELT3295:B+;EPN1095:B+;EPN1096:A;FLF1107:B+;HIS1001:B+;HIS1056:B;INT1008:A;INT1009:A;INT2210:B;INT3103:B+;MAT1041:B+;MAT1042:B;MAT1093:B;MAT1101:B+;PEC1008:A;PHI1002:B+;PHI1006:B;POL1001:A;PSY1050:A;RBE1001:B+;RBE2001:B;RBE2003:A;RBE2021:B;RBE2022:B+;RBE2031:B;RBE3002:B+;RBE3012:B;RBE3013:B;RBE3015:B+;RBE3017:B+;RBE3030:B;RBE3042:B+;RBE3046:C+;RBE3047:B+;RBE3050:B+;RBE3051:B;RBE3052:B;RBE3056:B+;RBE3057:A;RBE4001:B;RBE4004:B;REB3053:C+;THL1057:B+,,Machine Learning Engineer (Robotics),Robot thông minh,22,6,LOW,20,Python
UET230124,Kỹ thuật Robot,4,8,3.21,154,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INE1050;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3045;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;THL1057;UET1002,AIT2004:B+;ELT1007:B;ELT2035:B+;ELT2201:B+;ELT3051:B;ELT3134:B+;ELT3144:B+;ELT3240:B;ELT3290:B+;ELT3292:C+;ELT3295:B;EPN1095:B;EPN1096:B;FLF1107:B;HIS1001:B+;INE1050:B+;INE1051:B;INT1008:A;INT1009:C+;INT2210:B+;MAT1041:B+;MAT1042:B;MAT1093:B;MAT1101:B;PEC1008:B+;PHI1002:B+;PHI1006:B+;POL1001:A;RBE1001:B+;RBE2001:B;RBE2003:B;RBE2021:B;RBE2022:B;RBE2031:B+;RBE3002:B;RBE3012:B+;RBE3013:C+;RBE3015:B;RBE3017:B+;RBE3030:B+;RBE3042:B+;RBE3043:B;RBE3045:B;RBE3047:B+;RBE3050:B;RBE3051:B+;RBE3052:B;RBE3056:B;RBE3057:C+;RBE4001:B+;RBE4004:B;THL1057:B+;UET1002:B,,Kinematics & Dynamics Specialist,Robot thông minh,22,8,LOW,20,
UET230125,Kỹ thuật Robot,4,7,2.4,152,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INE1050;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;PSY1050;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3045;RBE3046;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE4001;RBE4004;THL1057,AIT2004:C;ELT1007:C+;ELT2035:D+;ELT2201:C+;ELT3051:C+;ELT3134:B;ELT3144:C+;ELT3240:C;ELT3290:C;ELT3292:C+;ELT3295:B;EPN1095:C;EPN1096:B;FLF1107:C+;HIS1001:C;INE1050:C+;INT1008:C+;INT1009:B;INT2210:C;MAT1041:C+;MAT1042:C+;MAT1093:C+;MAT1101:C;PEC1008:C;PHI1002:C+;PHI1006:B;POL1001:C+;PSY1050:C+;RBE1001:C;RBE2001:C;RBE2003:C+;RBE2021:C+;RBE2022:C;RBE2031:C;RBE3002:C+;RBE3012:C;RBE3013:B;RBE3015:C+;RBE3017:C+;RBE3030:C;RBE3042:B;RBE3043:C+;RBE3045:C+;RBE3046:C+;RBE3047:C+;RBE3050:B;RBE3051:C+;RBE3052:C;RBE3056:B;RBE4001:C;RBE4004:C+;THL1057:C,,Mobile Robotics Developer,Robot thông minh,18,10,MEDIUM,16,AI - Machine Learning;Lập trình;Điều khiển;Điện tử - vi điều khiển
UET230126,Kỹ thuật Robot,4,8,3.6,155,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1050;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3045;RBE3046;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;THL1057,AIT2004:A+;ELT1007:B+;ELT2035:A+;ELT2201:A+;ELT3051:A;ELT3134:B;ELT3144:A;ELT3240:A;ELT3290:B+;ELT3292:A+;ELT3295:A+;EPN1095:B;EPN1096:B+;FLF1107:B;HIS1001:B+;HIS1053:B+;INE1050:A+;INT1008:B;INT1009:A;INT2210:A;MAT1041:B+;MAT1042:A;MAT1093:B;MAT1101:A;PEC1008:A;PHI1002:A;PHI1006:B+;POL1001:A;RBE1001:A+;RBE2001:A+;RBE2003:A;RBE2021:A+;RBE2022:A+;RBE2031:A;RBE3002:A;RBE3012:B+;RBE3013:B+;RBE3015:B+;RBE3017:A;RBE3030:A+;RBE3042:A+;RBE3043:B+;RBE3045:A;RBE3046:B+;RBE3047:B+;RBE3050:A;RBE3051:B+;RBE3052:B;RBE3056:B;RBE3057:A;RBE4001:A;RBE4004:B+;THL1057:B,,Machine Learning Engineer (Robotics),Robot thông minh,22,6,LOW,20,Python
UET230127,Kỹ thuật Robot,4,7,2.27,152,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1050;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3016;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3055;RBE3057;RBE4001;RBE4004;THL1057,AIT2004:B;ELT1007:C;ELT2035:C+;ELT2201:C;ELT3051:C;ELT3134:B;ELT3144:C+;ELT3240:B;ELT3290:C;ELT3292:C;ELT3295:C;ELT3996:C;EPN1095:B;EPN1096:C;FLF1107:C+;HIS1001:C+;HIS1053:B;INE1050:B;INT1008:D+;INT1009:D+;INT2210:C;MAT1041:D+;MAT1042:B;MAT1093:C;MAT1101:C+;PEC1008:D+;PHI1002:D+;PHI1006:B;POL1001:B;RBE1001:C;RBE2001:C;RBE2003:C+;RBE2021:C;RBE2022:C;RBE2031:B;RBE3002:C;RBE3012:C;RBE3013:D+;RBE3015:C;RBE3016:C+;RBE3017:B;RBE3030:C;RBE3042:D+;RBE3050:C+;RBE3051:B;RBE3052:C+;RBE3053:C;RBE3055:D+;RBE3057:C;RBE4001:C+;RBE4004:C;THL1057:C+,,Firmware Engineer,Tự động hóa công nghiệp,18,12,MEDIUM,16,Embedded C/C++;Lập trình;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điều khiển;Điện tử - vi điều khiển
UET230128,Kỹ thuật Robot,4,7,2.27,153,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;INE1051;INT1008;INT1009;INT2210;INT3103;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3045;RBE3046;RBE3050;RBE3051;RBE3052;RBE3056;RBE4001;RBE4004;REB3053;THL1057,AIT2004:C;ELT1007:C+;ELT2035:C;ELT2201:C+;ELT3051:D+;ELT3134:C+;ELT3144:C+;ELT3240:B;ELT3290:C;ELT3292:C;ELT3295:C+;EPN1095:B;EPN1096:C+;FLF1107:C+;HIS1001:B;INE1051:B;INT1008:B;INT1009:C+;INT2210:C+;INT3103:C+;MAT1041:C+;MAT1042:D+;MAT1093:C;MAT1101:C;PEC1008:B;PHI1002:C;PHI1006:C+;POL1001:C;RBE1001:D+;RBE2001:C+;RBE2003:C;RBE2021:B;RBE2022:C+;RBE2031:C;RBE3002:C+;RBE3012:C;RBE3013:C+;RBE3015:C+;RBE3016:F;RBE3017:C+;RBE3030:C;RBE3042:C+;RBE3043:C+;RBE3045:C+;RBE3046:B;RBE3050:C+;RBE3051:C;RBE3052:C+;RBE3056:C;RBE4001:D+;RBE4004:C;REB3053:B;THL1057:C+,RBE3016,Cloud Robotics Developer,Robot thông minh,18,10,MEDIUM,16,AI - Machine Learning;Toán nền tảng;Điều khiển;Điện tử - vi điều khiển
UET230129,Kỹ thuật Robot,4,7,2.19,150,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;INE1050;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3055;RBE3056;RBE4001;RBE4004;THL1057,AIT2004:C+;ELT1007:C;ELT2035:C+;ELT2201:C+;ELT3051:C+;ELT3134:C+;ELT3144:D+;ELT3240:D+;ELT3290:C;ELT3292:B;ELT3295:C;ELT3996:C;EPN1095:C;EPN1096:C+;FLF1107:C+;HIS1001:D+;INE1050:C;INE1051:C+;INT1008:C;INT1009:C;INT2210:D+;MAT1041:C;MAT1042:B;MAT1093:D+;MAT1101:C+;PEC1008:C;PHI1002:B;PHI1006:C;POL1001:C;RBE1001:B;RBE2001:C;RBE2003:C;RBE2021:D+;RBE2022:B;RBE2031:C+;RBE3002:C+;RBE3012:B;RBE3013:C+;RBE3015:C+;RBE3017:C+;RBE3030:C+;RBE3042:C+;RBE3050:B;RBE3051:B;RBE3052:C+;RBE3053:C+;RBE3054:F;RBE3055:D+;RBE3056:D+;RBE4001:C;RBE4004:C+;THL1057:C,RBE3054,Embedded Systems Developer,Tự động hóa công nghiệp,18,10,MEDIUM,16,Embedded C/C++;Lập trình;Toán nền tảng;Điện tử - vi điều khiển
UET230130,Kỹ thuật Robot,4,8,3.26,154,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3016;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3054;RBE3055;RBE3056;RBE3057;RBE4001;RBE4004;THL1057;UET1002,AIT2004:B;ELT1007:A;ELT2035:B+;ELT2201:B;ELT3051:B;ELT3134:B+;ELT3144:B+;ELT3240:A;ELT3290:B+;ELT3292:B;ELT3295:B;EPN1095:B;EPN1096:B+;FLF1107:B;HIS1001:B;HIS1053:B;INE1051:B;INT1008:C+;INT1009:C+;INT2210:B+;MAT1041:B+;MAT1042:A;MAT1093:C+;MAT1101:B+;PEC1008:B;PHI1002:B;PHI1006:B+;POL1001:C+;RBE1001:B;RBE2001:B+;RBE2003:B+;RBE2021:B;RBE2022:B+;RBE2031:B;RBE3002:B;RBE3012:B+;RBE3013:B+;RBE3015:B+;RBE3016:B+;RBE3017:B+;RBE3030:B+;RBE3042:B+;RBE3050:A;RBE3051:C+;RBE3052:B+;RBE3054:A;RBE3055:B;RBE3056:B;RBE3057:B+;RBE4001:A;RBE4004:C+;THL1057:B;UET1002:B+,,Microcontroller Programmer,Tự động hóa công nghiệp,22,7,LOW,20,Embedded C/C++
UET230131,Kỹ thuật Robot,4,8,2.49,156,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;HIS1056;INT1008;INT1009;INT2210;INT3103;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;PSY1050;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3016;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3054;RBE3057;RBE4001;RBE4004;THL1057;UET1002,AIT2004:C+;ELT1007:C+;ELT2035:C+;ELT2201:B;ELT3051:C+;ELT3134:C;ELT3144:B;ELT3240:C+;ELT3290:C+;ELT3292:C;ELT3295:C+;ELT3996:B;EPN1095:C+;EPN1096:C;FLF1107:C+;HIS1001:C+;HIS1056:B;INT1008:C;INT1009:C+;INT2210:D+;INT3103:B;MAT1041:C+;MAT1042:C;MAT1093:B;MAT1101:B;PEC1008:D+;PHI1002:D+;PHI1006:C;POL1001:C+;PSY1050:C+;RBE1001:C+;RBE2001:B;RBE2003:D+;RBE2021:B;RBE2022:C+;RBE2031:B;RBE3002:C;RBE3012:C+;RBE3013:C+;RBE3015:C+;RBE3016:C+;RBE3017:C+;RBE3030:C+;RBE3042:C+;RBE3050:B;RBE3051:C;RBE3052:C;RBE3053:C+;RBE3054:C;RBE3057:C+;RBE4001:B;RBE4004:B;THL1057:C+;UET1002:C+,,Smart Home Robotics Specialist,Tự động hóa công nghiệp,18,11,MEDIUM,16,Lập trình;Toán nền tảng;Điện tử - vi điều khiển
UET230132,Kỹ thuật Robot,4,7,2.13,157,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1056;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3045;RBE3046;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;REB3053;THL1057;UET1002,AIT2004:B;ELT1007:B;ELT2035:D+;ELT2201:C;ELT3051:D+;ELT3134:C;ELT3144:C;ELT3240:C;ELT3290:D+;ELT3292:B;ELT3295:B;EPN1095:B;EPN1096:C;FLF1107:C;HIS1001:C;HIS1056:B;INE1051:C+;INT1008:C;INT1009:D+;INT2210:B;MAT1041:C;MAT1042:C+;MAT1093:D+;MAT1101:C+;PEC1008:B;PHI1002:C;PHI1006:B;POL1001:C+;RBE1001:C+;RBE2001:B;RBE2003:C;RBE2021:C;RBE2022:C+;RBE2031:C;RBE3002:B;RBE3012:C;RBE3013:C;RBE3015:C;RBE3017:C;RBE3030:D+;RBE3042:C+;RBE3043:C;RBE3045:B;RBE3046:C+;RBE3050:C;RBE3051:C;RBE3052:C+;RBE3056:B;RBE3057:B;RBE4001:C;RBE4003:F;RBE4004:C;REB3053:B;THL1057:C;UET1002:D+,RBE4003,Computer Vision Engineer,Robot thông minh,18,12,MEDIUM,16,AI - Machine Learning;Lập trình;OpenCV;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điều khiển;Điện tử - vi điều khiển
UET230133,Kỹ thuật Robot,4,7,3.27,153,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3045;RBE3046;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE4003;RBE4004;REB3053;THL1057,AIT2004:C+;ELT1007:B;ELT2035:C+;ELT2201:B+;ELT3051:B+;ELT3134:C+;ELT3144:A;ELT3240:B;ELT3290:B;ELT3292:B+;ELT3295:B;EPN1095:A;EPN1096:B;FLF1107:A;HIS1001:C+;HIS1053:B+;INE1051:B+;INT1008:B+;INT1009:C+;INT2210:B+;MAT1041:B+;MAT1042:B+;MAT1093:A;MAT1101:B+;PEC1008:C+;PHI1002:B+;PHI1006:B;POL1001:A;RBE1001:B;RBE2001:B+;RBE2003:B+;RBE2021:A;RBE2022:B+;RBE2031:B;RBE3002:B+;RBE3012:B+;RBE3013:B;RBE3015:B+;RBE3017:B+;RBE3030:A;RBE3042:A;RBE3045:B+;RBE3046:B+;RBE3047:B+;RBE3050:C+;RBE3051:B+;RBE3052:B;RBE3056:B+;RBE4003:B;RBE4004:B;REB3053:C+;THL1057:A,,Cloud Robotics Developer,Robot thông minh,22,7,LOW,22,
UET230134,Kỹ thuật Robot,4,8,1.4,158,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1050;INT1008;INT1009;INT2210;INT3103;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3045;RBE3046;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;REB3053;THL1057,AIT2004:D;ELT1007:D+;ELT2035:D;ELT2201:C;ELT3051:D;ELT3134:D;ELT3144:D+;ELT3240:D;ELT3290:D;ELT3292:D;ELT3295:D+;EPN1095:D;EPN1096:C;FLF1107:D;HIS1001:D;HIS1053:C;INE1050:C;INT1008:D+;INT1009:C;INT2210:D;INT3103:D;MAT1041:D;MAT1042:C;MAT1093:D;MAT1101:C;PEC1008:D;PHI1002:D;PHI1006:D;POL1001:D+;PSY1050:F;RBE1001:D+;RBE2001:C;RBE2003:D;RBE2021:D;RBE2022:D;RBE2031:C;RBE3002:C;RBE3012:D;RBE3013:C;RBE3015:D+;RBE3017:D;RBE3030:C;RBE3042:D;RBE3045:C;RBE3046:C;RBE3047:C;RBE3050:D;RBE3051:C;RBE3052:D;RBE3056:D;RBE3057:D;RBE4001:C;RBE4004:D+;REB3053:D+;THL1057:D+,PSY1050,Machine Learning Engineer (Robotics),Robot thông minh,16,15,HIGH,14,AI - Machine Learning;Lập trình;Python;Toán nền tảng;Xử lý ảnh - thị giác máy tính;Điều khiển;Điện tử - vi điều khiển
UET230135,Kỹ thuật Robot,4,8,2.4,155,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INE1051;INT1008;INT1009;INT2210;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3043;RBE3046;RBE3047;RBE3050;RBE3051;RBE3052;RBE3056;RBE3057;RBE4001;RBE4004;REB3053;THL1057,AIT2004:C+;ELT1007:D+;ELT2035:C+;ELT2201:C+;ELT3051:C;ELT3134:D+;ELT3144:B;ELT3240:C;ELT3290:C+;ELT3292:C;ELT3295:B;EPN1095:C;EPN1096:C+;FLF1107:B;HIS1001:C;HIS1053:C;INE1051:B;INT1008:B;INT1009:C;INT2210:C;MAT1041:C+;MAT1042:B;MAT1093:B;MAT1101:C+;PEC1008:C+;PHI1002:C;PHI1006:B;POL1001:C;RBE1001:B;RBE2001:C+;RBE2003:C+;RBE2021:C;RBE2022:B;RBE2031:C;RBE3002:C+;RBE3012:C;RBE3013:B;RBE3015:B;RBE3017:C+;RBE3030:C;RBE3042:B;RBE3043:C+;RBE3046:C+;RBE3047:B;RBE3050:D+;RBE3051:C+;RBE3052:C+;RBE3056:C;RBE3057:D+;RBE4001:D+;RBE4004:C+;REB3053:C+;THL1057:C+,,Autonomous Mobile Robot (AMR) Engineer,Robot thông minh,18,10,MEDIUM,16,Lập trình;Điều khiển;Điện tử - vi điều khiển
UET230136,Kỹ thuật Robot,4,8,2.42,158,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;ELT3996;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;HIS1056;INT1008;INT1009;INT2210;INT3103;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3054;RBE3055;RBE3056;RBE3057;RBE4001;RBE4004;THL1057,AIT2004:B;ELT1007:C+;ELT2035:C;ELT2201:C+;ELT3051:C+;ELT3134:B;ELT3144:C;ELT3240:C;ELT3290:B;ELT3292:C;ELT3295:C+;ELT3996:C;EPN1095:C+;EPN1096:B;FLF1107:C+;HIS1001:C+;HIS1053:B;HIS1056:C;INT1008:D+;INT1009:C+;INT2210:B;INT3103:C;MAT1041:C+;MAT1042:C+;MAT1093:D+;MAT1101:B;PEC1008:B;PHI1002:B;PHI1006:C+;POL1001:B;RBE1001:C;RBE2001:C+;RBE2003:C;RBE2021:C+;RBE2022:B;RBE2031:B;RBE3002:B;RBE3012:B;RBE3013:C+;RBE3015:C+;RBE3017:C+;RBE3030:B;RBE3042:C+;RBE3050:C;RBE3051:C+;RBE3052:B;RBE3053:C+;RBE3054:D+;RBE3055:B;RBE3056:C;RBE3057:C;RBE4001:C;RBE4004:C+;THL1057:C,,Automation PLC Engineer,Tự động hóa công nghiệp,18,12,MEDIUM,16,Lập trình;PLC/SCADA;Toán nền tảng;Điện tử - vi điều khiển
UET230137,Kỹ thuật Robot,4,8,3.14,154,AIT2004;ELT1007;ELT2035;ELT2201;ELT3051;ELT3134;ELT3144;ELT3240;ELT3290;ELT3292;ELT3295;EPN1095;EPN1096;FLF1107;HIS1001;HIS1053;INT1008;INT1009;INT2210;INT3103;MAT1041;MAT1042;MAT1093;MAT1101;PEC1008;PHI1002;PHI1006;POL1001;RBE1001;RBE2001;RBE2003;RBE2021;RBE2022;RBE2031;RBE3002;RBE3012;RBE3013;RBE3015;RBE3017;RBE3030;RBE3042;RBE3050;RBE3051;RBE3052;RBE3053;RBE3054;RBE3055;RBE3056;RBE3057;RBE4001;RBE4004;THL1057;UET1002,AIT2004:B;ELT1007:C+;ELT2035:B+;ELT2201:C+;ELT3051:B;ELT3134:B;ELT3144:B;ELT3240:B;ELT3290:B;ELT3292:B+;ELT3295:B+;EPN1095:B;EPN1096:B+;FLF1107:B;HIS1001:C+;HIS1053:B;INT1008:B;INT1009:B;INT2210:B+;INT3103:B+;MAT1041:B;MAT1042:B+;MAT1093:A;MAT1101:B+;PEC1008:C+;PHI1002:A;PHI1006:B;POL1001:C+;RBE1001:B+;RBE2001:B+;RBE2003:B+;RBE2021:C+;RBE2022:B+;RBE2031:C+;RBE3002:B;RBE3012:C+;RBE3013:B+;RBE3015:B;RBE3017:B+;RBE3030:B;RBE3042:B;RBE3050:B+;RBE3051:A;RBE3052:B;RBE3053:C+;RBE3054:A;RBE3055:C+;RBE3056:B;RBE3057:B+;RBE4001:B+;RBE4004:C+;THL1057:B;UET1002:B,,Smart Home Robotics Specialist,Tự động hóa công nghiệp,20,10,LOW,18,
